DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,HasTitle,HasFavicon,Robots,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfCSS,NoOfEmptyRef,label
24,0,267,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
25,0,55,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
42,0,120,3,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,-1,0
21,0,103,3,1,0,1,1,0,0,0,0,5,0,0,1,0,0,1,0,9,0,1
18,0,92,3,1,0,1,1,0,1,0,0,6,0,1,1,0,0,0,0,7,4,1
25,0,35,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,94,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1
12,0,271,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,17,7,1
18,0,100,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,2,0,1
20,0,99,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,17,0,1
21,0,94,3,1,0,1,0,1,0,0,0,7,0,1,0,0,1,1,0,4,3,1
17,0,261,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,18,2,1
15,0,190,2,2,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,2,5,1
27,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,239,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,-1,0
45,0,295,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
33,0,95,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,94,3,1,0,1,1,0,1,1,0,2,0,1,1,0,0,1,0,10,0,1
16,0,101,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,6,3,1
19,0,52,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,8,0,1
18,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,88,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0
23,0,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,166,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0
27,0,93,3,1,0,1,1,1,0,0,0,11,0,1,1,0,0,1,0,21,4,1
30,0,101,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,100,3,1,0,1,1,0,0,0,0,21,0,1,1,1,1,1,0,5,16,1
19,0,96,3,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,34,2,1
23,0,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,139,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
41,0,62,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,125,2,1,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,9,7,1
17,0,255,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1
22,0,222,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0
20,0,58,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,19,2,1
29,0,341,2,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,7,5,1
20,0,93,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,4,3,1
14,0,91,3,1,0,1,1,1,1,1,0,20,0,1,1,1,1,1,0,4,3,1
28,0,244,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,1
13,0,253,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,10,13,1
23,0,341,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1
14,0,90,3,1,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,5,10,1
15,0,95,3,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
18,0,103,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,-1,1
21,0,94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17,0,77,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,11,0,1
19,0,97,3,1,0,1,1,0,0,0,0,19,0,0,1,1,1,1,0,5,0,1
17,0,94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
21,0,87,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,8,0,1
34,0,143,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
15,0,99,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,284,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,4,0,1
14,0,252,2,2,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1
23,0,97,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1
20,0,86,3,1,0,1,1,0,0,0,0,3,0,1,1,0,0,1,0,9,4,1
16,0,330,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
6,0,256,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,145,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0
24,0,103,3,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,1,5,0,1
28,0,351,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,-1,1
45,0,98,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
15,0,223,2,1,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
18,0,112,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1
17,0,131,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,85,3,1,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,2,1,1
25,0,256,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,24,1,1
16,0,97,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,17,5,1
12,0,138,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,9,1,1
26,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20,0,48,2,2,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,13,1
16,0,121,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,5,1,1
19,0,255,2,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,6,0,1
31,0,97,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,2,1
17,0,225,3,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1
21,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,259,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,7,0,1
22,0,136,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,179,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
16,0,174,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1
26,0,267,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
31,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,256,3,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,10,0,1
21,0,259,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,30,1,1
13,0,98,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
29,0,306,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0
15,0,100,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
27,0,130,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,9,1,1
19,0,96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,0,353,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
16,0,99,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,187,2,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
51,0,85,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,97,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
45,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
13,0,258,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1
14,0,259,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
22,0,119,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,254,3,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,3,1,1
25,0,347,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0
12,0,257,3,1,0,1,0,1,0,0,0,4,0,1,1,1,0,0,0,20,25,1
16,0,101,3,1,0,1,0,1,0,0,0,7,0,1,1,0,0,0,0,8,1,1
25,0,215,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,0,93,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1
25,0,210,4,1,0,1,1,1,0,0,2,0,0,1,1,0,0,1,0,25,2,1
14,0,96,3,1,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,5,6,1
14,0,343,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1
20,0,89,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,2,0,1
15,0,157,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,296,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,5,2,1
19,0,91,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
47,0,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,98,3,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
19,0,99,3,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,6,2,0
16,0,93,3,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,3,-1,1
16,0,173,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,-1,1
16,0,359,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15,0,95,3,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,-1,0
25,0,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,91,3,1,0,1,0,1,1,0,0,2,0,1,1,1,0,0,0,38,1,1
21,0,99,3,1,0,1,1,0,0,0,0,19,0,1,1,1,1,1,0,9,1,1
16,0,94,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
29,0,251,3,1,0,1,1,1,1,0,0,4,1,1,1,0,0,1,0,33,0,1
7,0,178,2,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,4,1,0
16,0,98,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1
74,0,322,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
32,0,101,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0,173,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
14,0,339,2,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,2,1
16,0,101,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
38,0,99,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
30,0,89,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22,3,1
24,0,90,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,3,1,1
21,0,361,2,2,0,1,1,1,0,0,0,-1,0,1,1,0,0,0,0,16,12,1
14,0,245,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1
20,0,350,2,2,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,4,1,1
11,0,119,2,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,34,8,1
40,0,100,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,0,239,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1
26,0,248,2,3,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,9,-1,1
31,0,92,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,213,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
24,0,97,3,1,0,1,0,0,0,0,0,23,0,1,1,1,0,1,0,59,14,1
32,0,268,3,1,0,1,1,1,0,0,0,8,1,1,1,1,0,0,0,34,6,1
19,0,289,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,12,0,1
24,0,116,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,1,1
7,0,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
23,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,91,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,94,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1
25,0,257,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,15,2,1
18,0,47,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,184,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,256,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,79,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,0,339,2,2,0,1,1,0,0,0,3,0,0,1,1,0,0,1,0,10,37,1
22,0,92,3,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,11,2,1
16,0,224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
27,0,41,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
30,0,88,3,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,6,0,1
17,0,257,3,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,8,1,1
22,0,92,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1
11,0,96,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,0
19,0,92,3,1,0,1,0,1,0,0,2,2,0,1,1,0,1,1,0,38,56,1
24,0,95,3,1,0,1,1,0,1,0,0,6,0,1,1,0,1,1,0,7,0,1
37,0,106,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
26,0,96,3,1,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,-1,0
37,0,90,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,118,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,4,1,1
22,0,92,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1
13,0,88,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,0,177,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,121,3,1,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,26,2,1
20,0,182,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,261,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,14,2,1
17,0,345,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0
37,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,305,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,4,1,1
17,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
30,0,293,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
16,0,328,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
13,0,254,3,1,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0,12,2,1
40,0,254,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,42,0,1
29,0,342,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
14,0,108,3,1,0,1,0,1,0,0,6,4,0,1,1,0,0,0,0,9,0,1
15,0,119,3,1,0,1,1,0,0,0,0,2,0,1,1,0,1,0,1,4,1,1
21,0,177,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
26,0,98,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,43,0,1
18,0,265,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,1,0,20,11,1
30,0,100,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0
20,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
17,0,227,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,152,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,10,1
25,0,296,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0
29,0,306,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
23,0,298,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
18,0,334,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,91,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,1
15,0,96,5,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,16,12,1
21,0,98,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,24,2,1
26,0,49,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,0,258,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,-1,1
37,0,103,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1
12,0,85,3,1,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1
11,0,254,3,1,0,1,0,1,0,0,1,3,1,1,1,0,1,0,0,65,2,1
16,0,105,3,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,15,1,1
29,0,95,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
21,0,90,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,1
19,0,124,3,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,7,2,1
31,0,291,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
28,0,290,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,0,85,3,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,1,4,1,1
21,0,96,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4,2,1
20,0,98,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
19,0,99,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,1
22,0,97,3,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1
21,0,84,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0
24,0,258,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1
21,0,94,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,-2,1
27,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
14,0,95,3,1,0,1,0,0,1,0,6,1,0,1,1,1,0,0,0,10,7,1
20,0,96,3,1,0,1,0,0,0,0,0,21,0,1,1,1,1,1,0,76,14,1
21,0,99,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,11,1,1
19,0,246,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,65,4,1
14,0,96,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,8,1,1
24,0,40,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,0,169,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1
17,0,94,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,19,0,1
18,0,103,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6,0,1
22,0,258,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0,259,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,97,3,1,0,1,1,0,0,0,1,10,0,1,1,0,0,0,0,4,-1,1
17,0,90,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,17,4,1
23,0,365,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
14,0,342,2,2,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,13,8,1
27,0,54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,100,3,1,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,1,1,1
9,0,132,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,174,2,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
20,0,224,3,3,0,1,0,1,1,0,2,2,0,0,1,0,1,1,0,8,-1,1
13,0,92,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,14,0,1
11,0,115,2,1,0,1,1,0,0,0,0,3,0,1,1,0,0,1,0,7,0,1
15,0,270,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,98,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8,20,1
18,0,122,3,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,19,0,1
16,0,111,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1
11,0,96,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
28,0,125,3,3,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,21,1,1
21,0,240,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,11,0,1
23,0,91,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,21,1,1
28,0,94,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
29,0,109,3,1,0,1,1,0,0,0,0,-1,0,0,1,0,1,1,0,3,0,0
18,0,92,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1
22,0,90,3,1,0,1,1,0,1,1,7,1,0,1,1,0,0,0,0,10,3,1
27,0,182,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0
19,0,94,3,1,0,1,1,1,0,0,0,-1,0,1,0,0,0,0,0,9,-1,1
21,0,101,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,289,2,1,0,1,0,1,0,0,0,9,0,1,0,0,0,0,0,25,0,1
24,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,16,3,1
21,0,177,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
16,0,356,4,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
22,0,99,3,1,0,1,0,0,0,0,4,10,0,0,0,0,0,0,0,4,0,1
29,0,217,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0,257,2,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,3,11,1
19,0,78,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,4,2,1
28,0,93,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,0,105,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1
18,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,92,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1
24,0,96,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,7,0,1
16,0,101,3,1,0,1,0,0,0,0,0,20,0,1,1,1,1,1,0,4,7,1
13,0,272,2,1,0,1,1,0,0,0,0,18,0,1,1,0,0,0,0,2,51,1
19,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1
27,0,242,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,120,2,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,25,-1,1
20,0,97,3,1,0,1,0,1,1,1,2,10,0,1,1,0,1,0,1,7,0,1
32,0,95,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,111,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12,3,1
34,0,103,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,349,2,2,0,1,1,0,1,0,0,3,0,1,1,1,1,1,0,1,1,1
15,0,96,3,1,0,1,0,1,0,0,0,3,0,0,1,0,1,1,0,3,4,1
25,0,100,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23,0,287,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,91,3,1,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,13,2,1
17,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
44,0,99,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,94,3,1,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,15,5,1
43,0,184,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
25,0,106,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,347,2,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1
41,0,239,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,115,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,17,1
35,0,95,3,1,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,12,9,1
8,0,179,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
